created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1,month,tag,emoji
2020-08-28 17:05:07,Isle of Man,227,807,Isle of Man,"Port Erin, Isle of Man",0,JakeTomo,#IsleofMan,blast last night wet track slick tyre drift everywher spin obvious jurbi isleofman kart prokart handskil disabledsport,1.2993925804766003e+18,Jake Thompson,0.0,Politics,Isle of Man,9,#jurby #isleofman #karting #prokart #1handskills #disabledsports,🏻 👌 💪 😂 🙈
2020-08-28 16:44:41,Isle of Man,809,472,Isle of Man,Isle of Man,0,ManxShepherdess,#IsleofMan,flood water sulbi river make way round maughold head isleofman,1.2993874402229248e+18,Anna Kerruish,0.0,Politics,Isle of Man,9,#isleofman,
2020-08-28 16:23:39,Isle of Man,4998,275,Isle of Man,Ellan Vannin - Isle of Man,17,manxmannin,#IsleofMan,littl egret feud isleofman,1.299382143647449e+18,Peter Christian,-0.32299999999999995,Politics,Isle of Man,9,#isleofman,
2020-08-28 16:12:23,Isle of Man,31,176,Isle of Man,-,0,Fenced16,#IsleofMan,ff go shit iom isleofman isleofmanchildren schoolsreopen children young six given compulsori selftouch lesson,1.2993793101350707e+18,Fenced,-0.6428,Politics,Isle of Man,9,#ffs #iom #isleofman #isleofmanchildren #schoolsreopening,
2020-08-28 16:02:46,Isle of Man,16,12,Isle of Man,Isle of Man,0,manncoin,#IsleofMan,implement custom due dilig cdd procedur everi wallet amlcft discourag crimin use ensur user base contact today learn visit crypto cryptocurr isleofman,1.2993768885829427e+18,manncoin,-0.5574,Politics,Isle of Man,9,#crypto #cryptocurrency #isleofman,
2020-08-28 16:00:39,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,design appoint redevelop cummal mooar residenti home ramsey isleofman,1.2993763553317888e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-08-28 15:45:40,Isle of Man,1485,2847,Isle of Man,Douglas and London ,0,peter_boxer,#IsleofMan,lad open pack super excit find guy suppos mischief relat top trump rather isleofman,1.299372585164079e+18,Peter Boxer,0.8122,Politics,Isle of Man,9,#isleofman,
2020-08-28 15:41:45,Isle of Man,350,1001,Isle of Man,Isle of Man,0,bigrediom,#IsleofMan,lucki live isleofman time day covidー free iom,1.2993716017173504e+18,Alex Toohey,0.4754,Politics,Isle of Man,9,#isleofman #100days #covidー19 #free #iom,
2020-08-28 15:06:47,Isle of Man,1748,989,Isle of Man,Isle of Man,5,JoshuaStokesITV,#IsleofMan,today mark day case coronaviru isleofman anoth mileston manx,1.2993628033887355e+18,Joshua Stokes in 🇬🇧,-0.29600000000000004,Politics,Isle of Man,9,#isleofman.,
2020-08-28 15:00:37,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,coupl london holiday cut short detain polic ronaldsway isleofman,1.299361248052732e+18,Isle of Man Newspapers,-0.2732,Politics,Isle of Man,9,#isleofman,
2020-08-28 14:49:38,Isle of Man,6073,5914,Isle of Man,Isle of Man,1,mickdev2000,#IsleofMan,amaz isleofman,1.2993584844173926e+18,Michael Angelo,0.5859,Politics,Isle of Man,9,#isleofman🇮🇲,🇮 🇲
2020-08-28 14:23:08,Isle of Man,3337,4287,Isle of Man,Isle of Man,3,CROWNDPN,#IsleofMan,isleofman paedophil sentenc protest via,1.2993518168204575e+18,crown dependency pol,-0.2023,Politics,Isle of Man,9,#isleofman,
2020-08-28 14:00:48,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,edgewat turkey forget not_jet not_met not_in not_a not_thril not_fin not_of not_th not_ not_isl not_of not_man not_basketbal not_leagu not_season not_at not_th not_nsc not_on not_thursday not_even not_isleofman,1.2993461958029765e+18,Isle of Man Newspapers,0.29600000000000004,Politics,Isle of Man,9,#isleofman,
2020-08-28 13:56:22,Isle of Man,3602,5001,Isle of Man,Isle of Man,0,ManxFreeState,#IsleofMan,signific messr cannan skelli give updat work strategi move isleofman toward green digit safe futur,1.29934508036139e+18,Manx Free State 🇮🇲,0.6124,Politics,Isle of Man,9,#isleofman,
2020-08-28 13:45:52,Isle of Man,2041,480,Isle of Man,"Manchester, England",2,EmmanuelleLhoni,#IsleofMan,full forecast afternoon shower afternoon although area region larg dri feel breezi high manchest cumbria lancashir isleofman,1.299342437471658e+18,Emmanuelle Lhoni,0.128,Politics,Isle of Man,9,#manchester #cumbria #lancashire #isleofman,🌧 🌬 👇
2020-08-28 13:35:45,Isle of Man,1167,297,Isle of Man,-,1,ApplebyGlobal,#IsleofMan,latest offshor busi updat discuss recent develop esg regul perspect applebi offic around world bvi hongkong isleofman covid,1.2993398913488527e+18,Appleby,0.0,Politics,Isle of Man,9,#bermuda #bvi #cayman #guernsey #hongkong #isleofman #jersey #mauritius #seychelles #covid19,
2020-08-28 13:31:18,Isle of Man,6073,5914,Isle of Man,Isle of Man,1,mickdev2000,#IsleofMan,day sinc isleofman last case corona incred work hospit well local need,1.2993387734451937e+18,Michael Angelo,0.3382,Politics,Isle of Man,9,#isleofman,
2020-08-28 13:27:37,Isle of Man,80,428,Isle of Man,Isle of Man,0,keirving,#IsleofMan,worth celebr isleofman home dayscovidfre wegotthi,1.2993378473260278e+18,Karen Irving,0.7339,Politics,Isle of Man,9,#isleofman #home #100dayscovidfree #wegotthis,
2020-08-28 13:26:47,Isle of Man,1337,1686,Isle of Man,"Castletown, Isle of Man",0,markrobertson6,#IsleofMan,hair extens dealz isleofman,1.299337634691588e+18,mark 🇮🇲🇮🇲,0.0,Politics,Isle of Man,9,#isleofman,🤣
2020-08-28 13:18:20,Isle of Man,72,136,Isle of Man,"Colby, Isle of Man",0,JaneGloverAsh,#IsleofMan,good tom gandi action big gun comment debat sadli isleofman manx,1.299335509483942e+18,Jane Glover,0.1007,Politics,Isle of Man,9,#isleofman #manx,
2020-08-28 13:00:10,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,manx artist display artwork galleri isleofman,1.2993309368495227e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman #guernsey,
2020-08-28 12:27:56,Isle of Man,16,12,Isle of Man,Isle of Man,0,manncoin,#IsleofMan,local level want creat real financi freedom manx commun offer frictionless borderless transact decentralis currenc learn visit crypto cryptocurr isleofman isleofmancrypto,1.2993228238744166e+18,manncoin,0.765,Politics,Isle of Man,9,#crypto #cryptocurrency #isleofman #isleofmancrypto,
2020-08-28 12:22:26,Isle of Man,39534,27544,Isle of Man,"Wells, Somerset",0,TheHolidayCots,#IsleofMan,seafront holiday flat locat villag port erin sleep modern spaciou perfect look coastal getaway sleep porterin isleofman holiday bookdirect visitiom,1.2993214408781128e+18,The Holiday Cottages,0.7506,Politics,Isle of Man,9,#porterin #isleofman #holiday #bookdirect #visitiom,
2020-08-28 12:16:36,Isle of Man,6178,600,Isle of Man,Isle of Man,2,manxheritage,#IsleofMan,spend bank holiday open today castl rushen peel castl grove museum rushen abbey manx museum hous manannan find site visit staycat bankholidayweekend isleofman,1.2993199737399296e+18,ManxNationalHeritage,0.4574,Politics,Isle of Man,9,#staycation2020 #bankholidayweekend #isleofman,
2020-08-28 12:13:39,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",2,iomnewspapers,#IsleofMan,celebr major mileston today friday day sinc last case covid isleofman,1.2993192316543017e+18,Isle of Man Newspapers,0.5719,Politics,Isle of Man,9,#isleofman,
2020-08-28 12:11:38,Isle of Man,2831,689,Isle of Man,Isle of Man,3,ManxFootyPod,#IsleofMan,icymi week manxfootypod roundup midweek action disco chat manag look ahead saturday fixtur kenwyn jone listen isleofman podcast manxfootbal nonleagu,1.2993187231621325e+18,Manx Football Podcast,0.0,Politics,Isle of Man,9,#manxfootypod. #isleofman #podcast #manxfootball #nonleague,✅ 🎙 🎧
2020-08-28 12:01:05,Isle of Man,11003,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,feel differ enter normal import ever look physic mental wellb isleofman,1.2993160686373806e+18,Isle of Man Newspapers,0.6157,Politics,Isle of Man,9,#isleofman,
2020-09-05 14:00:46,Isle of Man,80,282,Isle of Man,Isle of Man,0,BlomquistTara,#IsleofMan,anoth scenic trip anoth book bookworm claudiajoi bookworm iom isleofman ballasalla scenic steamtrain,1.3022452921217638e+18,Taradean Farm,0.0,Politics,Isle of Man,9,#claudiajoi #bookworm #iom #isleofman #ballasalla #scenic #steamtrain,📖
2020-09-05 14:00:20,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,easyjet say not_resum not_flight not_to not_th not_island not_until not_our not_bord not_restrict not_ar not_lift not_isleofman,1.302245179634733e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-05 13:44:10,Isle of Man,73,113,Isle of Man,"Blackburn, Lancashire",0,LostInThe_Past,#IsleofMan,ballagla waterfal post hothersal milton keyn newport pagnal buck isleofman vintag postcard buck ancestor genealog ebaysel waterfal,1.3022411130304965e+18,Lost In The Past,0.0,Politics,Isle of Man,9,#isleofman #vintage #postcard #bucks #ancestors #genealogy #ebayseller #waterfalls,
2020-09-05 13:00:31,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,monday septemb mark begin organ donat week isleofman,1.302230127028437e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-05 13:00:00,Isle of Man,3872,1365,Isle of Man,"St. John's, Ellan Vannin",1,CultureVannin,#IsleofMan,open weekend lezayr church mayflow manx connect today tomorrow free not_miss not_out isleofman manx,1.302229997101351e+18,Culture Vannin,0.6169,Politics,Isle of Man,9,#lezayre #manx #isleofman #manx,
2020-09-05 12:53:45,Isle of Man,80,282,Isle of Man,Isle of Man,0,BlomquistTara,#IsleofMan,puff puff steamtrain iom isleofman,1.3022284260032225e+18,Taradean Farm,0.0,Politics,Isle of Man,9,#steamtrain #iom #isleofman,🚂
2020-09-05 12:51:34,Isle of Man,80,282,Isle of Man,Isle of Man,0,BlomquistTara,#IsleofMan,lunch vike quick game domino harryjam claudiajoi thevik iom isleofman castletown,1.3022278741880627e+18,Taradean Farm,0.0,Politics,Isle of Man,9,#harryjames #claudiajoi #theviking #iom #isleofman #castletown,🍴
2020-09-05 12:46:30,Isle of Man,80,282,Isle of Man,Isle of Man,0,BlomquistTara,#IsleofMan,castletown train station iom isleofman trainstat steamtrain castletown,1.302226600549929e+18,Taradean Farm,0.0,Politics,Isle of Man,9,#iom #isleofman #trainstation #steamtrain #castletown,🚂
2020-09-05 12:41:29,Isle of Man,80,282,Isle of Man,Isle of Man,0,BlomquistTara,#IsleofMan,let take walk castlerushen scari iom isleofman,1.3022253375694684e+18,Taradean Farm,0.0,Politics,Isle of Man,9,#castlerushen #scary #iom #isleofman,🏰
2020-09-05 12:00:35,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,mri scanner arriv nobl hospit yesterday thursday isleofman,1.302215044416123e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-05 11:37:34,Isle of Man,4461,584,Isle of Man,Isle of Man,1,ChuckIOM,#IsleofMan,good news isleofman vessel benmychre propellor fix way home falmouth make kt,1.30220925246396e+18,Charles Price,0.4404,Politics,Isle of Man,9,#isleofman,🇮 🇲 🏻 👍 😃
2020-09-05 11:28:00,Isle of Man,3872,1365,Isle of Man,"St. John's, Ellan Vannin",0,CultureVannin,#IsleofMan,robert weir depict pilgrim america mayflow bottom left mile ellan standish ellanban lezayr find weekend isleofman manx,1.30220684451806e+18,Culture Vannin,0.0,Politics,Isle of Man,9,#lezayre. #isleofman #manx,
2020-09-05 11:01:24,Isle of Man,6183,600,Isle of Man,Isle of Man,1,manxheritage,#IsleofMan,morn found imag hide amongst collect guess isleofman comment reveal answer later today,1.3022001521160806e+18,ManxNationalHeritage,-0.3595,Politics,Isle of Man,9,#isleofman?,
2020-09-05 11:00:20,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,return resid abl cut selfisol day book covid test isleofman,1.302199883122774e+18,Isle of Man Newspapers,-0.2732,Politics,Isle of Man,9,#isleofman,
2020-09-05 10:45:06,Isle of Man,15743,404,Isle of Man,Isle of Man,0,IOMGovernment,#IsleofMan,still work manx earn replac allow mera end septemb need financi help consid claim social secur benefit typic jobseek allow inform isleofman,1.3021960508459377e+18,Isle of Man Government,0.7717,Politics,Isle of Man,9,#isleofman,
2020-09-05 10:25:15,Isle of Man,1655,1687,Isle of Man,"Peel,Isle of Man 🇮🇲",0,phillipoKneen,#IsleofMan,second batch book today post offic around globe isleofman manx supermanx zine book photobook photojourn,1.3021910521709732e+18,𝗣𝗵𝗶𝗹 𝗞𝗻𝗲𝗲𝗻,0.0,Politics,Isle of Man,9,#manx #supermanx #zine #book #photobook #photojournalism,🇮 🇲 🌏 🤗
2020-09-05 10:23:59,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,team peel tonight liveish isleofman,1.3021907373883845e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-05 10:00:15,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,patient seen doctor internet lockdown measur prove success isleofman,1.3021847644730532e+18,Isle of Man Newspapers,0.5719,Politics,Isle of Man,9,#isleofman,
2020-09-05 09:20:34,Isle of Man,152,530,Isle of Man,"Douglas, Isle of Man",3,jcwilliamsbooks,#IsleofMan,novel bestsel author need smile perfect medicin kindleunlimit book readingcommun readinglist readingforpleasur book isleofman amread,1.3021747745300562e+18,J C Williams,0.8313,Politics,Isle of Man,9,#kindleunlimited #book #readingcommunity #readinglist #readingforpleasure #books #isleofman #amreading,
2020-09-05 09:00:10,Isle of Man,11030,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,yearold fine possess £worth cannabi isleofman,1.3021696427362468e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-05 08:20:02,Isle of Man,50,63,Isle of Man,Isle of Man,0,Thompsonsiom,#IsleofMan,busi creat first guid introduct vat exist busi anyon consid start busi may find use vat isleofman,1.302159540788646e+18,Liam Thompson,0.5994,Politics,Isle of Man,9,#vat #isleofman,
2020-09-05 08:18:46,Isle of Man,2344,4934,Isle of Man,Droitwich Spa,0,UK_CTC,#IsleofMan,thank rob team iom instal system airsourceheatpump look amaz ctc heatpump isleofman airsourc renew,1.3021592226548736e+18,CTC UK,0.4767,Politics,Isle of Man,9,#iom #airsourceheatpump #ctc #heatpumps #isleofman #airsource #renewables,👌
2020-09-05 08:18:11,Isle of Man,1027,998,Isle of Man,Citizen of nowhere #RejoinEU,2,backoftheocean,#IsleofMan,thank free covid day today free lie hatr racism mail sun telegraph isleofman,1.3021590764329738e+18,John Sydney 🇪🇺 #FBPE libtard snowflake woke,-0.4588,Politics,Isle of Man,9,#isleofman,
2020-09-05 08:13:31,Isle of Man,298,527,Isle of Man,Isle of Man,0,StevePwCiom,#IsleofMan,wonder full econom impact polici iswil health impact physic mental popul isleofman returnstrong covid,1.302157902287745e+18,Steve Billinghurst,0.0,Politics,Isle of Man,9,#isleofman #returnstrong #covid19,
2020-09-05 07:50:11,Isle of Man,1092,884,Isle of Man,"Peel, Isle of Man",0,iom_mark,#IsleofMan,think want hate think may happen dogsoftwitt isleofman,1.3021520283454382e+18,IOM Mark,-0.6114,Politics,Isle of Man,9,#dogsoftwitter #isleofman,💩 😂 😷 🤣
2020-09-05 07:41:59,Isle of Man,0,0,Isle of Man,Isle of Man,0,ForumManx,#IsleofMan,hope arrang near futur meet discuss forum engag directli pleas let know thought thank lon pinkerton isleofman iom mdsf lonpinkerton,1.3021499681076388e+18,Manx Democratic Socialist Forum,0.8442,Politics,Isle of Man,9,#isleofman #iom #mdsf #lonpinkerton,
2020-09-05 07:24:18,Isle of Man,0,0,Isle of Man,Isle of Man,0,ForumManx,#IsleofMan,not_alreadi not_regist not_to not_vot not_pleas not_do not_so not_to not_mak not_your not_voic not_heard not_in not_forthcom not_manx not_elect not_du not_in not_isleofman not_iom not_mdsf,1.3021455151199273e+18,Manx Democratic Socialist Forum,0.3182,Politics,Isle of Man,9,#isleofman #iom #mdsf,
2020-09-05 07:18:30,Isle of Man,0,0,Isle of Man,Isle of Man,0,ForumManx,#IsleofMan,stay date post forum pleas facebook page isleofman mdsf,1.3021440589666345e+18,Manx Democratic Socialist Forum,0.3182,Politics,Isle of Man,9,#isleofman #mdsf,
2020-09-17 04:51:14,Isle of Man,2394,3625,Isle of Man,www.biosphere.im,0,BiosphereIOM,#IsleofMan,sarah mercer run project call utopia seek view commun isleofman could look like post covid commiss artist interpret work unveil next friday septemb,1.3064556522949714e+18,UNESCO Biosphere Isle of Man,0.3612,Politics,Isle of Man,9,#isleofman,
2020-09-16 22:33:24,Isle of Man,12,29,Isle of Man,Isle of Man,0,Whistle_IOM,#IsleofMan,wow angri tri channel make isleofman better place,1.3063605645627597e+18,IsleofManWhistleblowerSupport,0.5267,Politics,Isle of Man,9,#isleofman,
2020-09-16 21:23:34,Isle of Man,4500,585,Isle of Man,Isle of Man,0,ChuckIOM,#IsleofMan,say lie bunch patholog liar listen keep ask would isleofman done rather simpli criticis other power make current decis,1.3063429929497764e+18,Charles Price,-0.7579,Politics,Isle of Man,9,#isleofman,🧐
2020-09-16 20:52:52,Isle of Man,1461,782,Isle of Man,-,0,MrsMcFly1980,#IsleofMan,today year tin whistl junior sing boom chicka boom train choir year keyboard lunchtim violin group took potenti student meet guitar teacher also drum lesson go primarymus isleofman,1.3063352669117235e+18,Katie Lawrence 🇮🇲,0.0,Politics,Isle of Man,9,#primarymusic #isleofman,🇮 🇲 🎶
2020-09-16 20:30:36,Isle of Man,630,897,Isle of Man,-,0,jofish_york,#IsleofMan,anoth great walk today isleofman,1.3063296617907077e+18,Jo Fish,0.6249,Politics,Isle of Man,9,#isleofman,
2020-09-16 18:10:25,Isle of Man,3956,2647,Isle of Man,Isle of Man,5,MLProduce,#IsleofMan,left door open gorgeou day quit cheeki visitor reluct leav check everyth hen freerang farmlif isleofman,1.306294385055801e+18,Manx Loaghtan,0.4215,Politics,Isle of Man,9,#hens #freerange #farmlife #isleofman,
2020-09-16 18:00:09,Isle of Man,11072,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,yearold assault two bouncer front porch bar duke street dougla sentenc hour commun servic isleofman,1.306291798738862e+18,Isle of Man Newspapers,-0.5423,Politics,Isle of Man,9,#isleofman,
2020-09-16 17:36:03,Isle of Man,1282,558,Isle of Man,-,1,ManxMikePhotos,#IsleofMan,play surf laxey isleofman closertonatur mybiospher ourbiospher manx,1.3062857344295076e+18,Mike Radcliffe Photography,0.0,Politics,Isle of Man,9,#isleofman #closertonature #mybiosphere #ourbiosphere #manx,
2020-09-16 17:21:00,Isle of Man,5,11,Isle of Man,United Kingdom,0,Transport_Archv,#IsleofMan,partnership uniqu book produc dvd transport includ lost line histor scene iom isleofman transport train train tram tram dvd archiv onlin,1.3062819461257544e+18,Online Transport Archive,-0.3182,Politics,Isle of Man,9,#iom #isleofman #island #transport #train #trains #tram #trams #dvd #archive #online,
2020-09-16 17:16:28,Isle of Man,28,99,Isle of Man,-,1,ManxUnion,#IsleofMan,gon tweet use stuff gon tweet help hope gon tweet sporad isleofman,1.3062808080225075e+18,Manx Students' Union 🇮🇲,0.7383,Politics,Isle of Man,9,#isleofman,
2020-09-16 17:00:32,Isle of Man,11072,512,Isle of Man,"Douglas, Isle of Man",1,iomnewspapers,#IsleofMan,resid oppos rbsi plan closur two branch bank protest outsid week isleofman,1.306276798360105e+18,Isle of Man Newspapers,-0.25,Politics,Isle of Man,9,#isleofman,
2020-09-16 16:44:34,Isle of Man,3475,506,Isle of Man,Isle of Man,0,paulmoulton,#IsleofMan,news isleofman bank close peel branch local mhk give reason feel bank think,1.3062727794283438e+18,Paul Moulton IOM,0.0,Politics,Isle of Man,9,#isleofman #bank #peel #mhk,
2020-09-16 16:00:12,Isle of Man,11072,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,coop build crosbi seem get close complet isleofman,1.3062616156674908e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-16 15:24:55,Isle of Man,504,387,Isle of Man,Isle of Man,1,MichaelHowland1,#IsleofMan,lark case blue tit ipcameranestbox wildlif wildlifevideo isleofman mybiospher closertonatur manxnatur,1.3062527346901402e+18,michaelhowland1,0.0,Politics,Isle of Man,9,#ipcameranestbox #wildlife #wildlifevideo #isleofman #mybiosphere #closertonature #manxnature,🙂
2020-09-18 09:23:19,Isle of Man,867,907,Isle of Man,"Isle of Man, Jersey",0,SportingDining,#IsleofMan,dougla harbour isleofman,1.3068865097993871e+18,Sporting & Dining Club,0.0,Politics,Isle of Man,9,#isleofman.,
2020-09-18 09:14:11,Isle of Man,11521,2143,Isle of Man,Isle of Man,0,visitisleofman,#IsleofMan,not_beat not_a not_niarbyl not_sunset not_beautifultaken not_bi not_loc not_tash not_johnson not_thi not_week not_on not_th not_isleofman not_iomstori,1.306884211450708e+18,Visit Isle of Man,0.0,Politics,Isle of Man,9,#sunset🌅 #isleofman #iomstory,🌅 📷
2020-09-18 08:53:10,Isle of Man,2,56,Isle of Man,Isle of Man,0,DamianCorkill,#IsleofMan,german cathedr peel castl isleofman visitisleofman manx castl histori cathedr ruin,1.3068789231381176e+18,Damian Corkill,0.0,Politics,Isle of Man,9,#isleofman #visitisleofman #manx #castles #history #cathedral #ruins,
2020-09-18 08:52:35,Isle of Man,2390,2369,Isle of Man,Isle of Man,0,manxnostalgia,#IsleofMan,amaz mooragh ramsey prior origin tidal swamp top harbour sulbi river flow area cours river alter via john lord iom manx isleofman ramsey,1.306878775590826e+18,Manx Nostalgia,0.7088,Politics,Isle of Man,9,#iom #manx #isleofman #ramsey,💧
2020-09-18 08:30:22,Isle of Man,11070,512,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,polic appeal driver silver car collid small boy come forward isleofman,1.3068731862571213e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,9,#isleofman,
2020-09-18 08:08:00,Isle of Man,3889,1365,Isle of Man,"St. John's, Ellan Vannin",0,CultureVannin,#IsleofMan,album music inspir folklor collect music poetri life monadougla rbv releas onlin mark birthday today isleofman manx kiaull,1.3068675550893097e+18,Culture Vannin,0.4939,Politics,Isle of Man,9,#monadouglas #rbv. #isleofman #manx #kiaull,
2020-09-18 07:44:14,Isle of Man,111,393,Isle of Man,Isle of Man,0,Jack_IM9,#IsleofMan,stem opportun isleofman,1.3068615738861404e+18,Jack,0.4215,Politics,Isle of Man,9,#isleofman,
2020-09-18 07:36:04,Isle of Man,271,280,Isle of Man,-,0,countingcovid,#IsleofMan,countri coronaviru case sep top usa russia isleofman sourc jhu,1.306859518576517e+18,Coronavirus Tracker,0.2023,Politics,Isle of Man,9,#coronavirus #india #usa #brazil #argentina #spain #france #colombia #peru #russia #isleofman,
2020-09-18 07:04:50,Isle of Man,2,1,Isle of Man,Isle of Man,0,iomcareawards,#IsleofMan,gorgeou pop banner arriv isleofman iomcareaward,1.3068516580061798e+18,Isle of Man Care Awards,0.6476,Politics,Isle of Man,9,#isleofman #iomcareawards,🤩
2020-09-18 07:02:00,Isle of Man,3889,1365,Isle of Man,"St. John's, Ellan Vannin",5,CultureVannin,#IsleofMan,year today one greatest manx cultur hero time monadougla born laa ruggyre sonney dhyt releas album music honour mark occas isleofman manx kiaull,1.3068509459055163e+18,Culture Vannin,0.9098,Politics,Isle of Man,9,"#manx #monadouglas, #isleofman #manx #kiaull",
2020-09-18 07:00:52,Isle of Man,1091,106,Isle of Man,Isle of Man,1,granfondoiom,#IsleofMan,ross thorley peter harrison scale mighti round tabl climb granfondoiom visitisleofman iomstori discoverisleofman visitiom cycl outsideisfre cyclinglif bike isleofman health fit,1.3068506623371835e+18,Gran Fondo Isle of Man,0.0,Politics,Isle of Man,9,#granfondoiom #visitisleofman #iomstory #discoverisleofman #visitiom #cycling #outsideisfree #cyclinglife #bike #isleofman #health #fitness,
2020-09-18 06:55:03,Isle of Man,15844,404,Isle of Man,Isle of Man,0,IOMGovernment,#IsleofMan,feedback sought propos amend legisl aim ensur isleofman remain fulli compliant intern standard benefici ownership sixweek consult exercis way end octob,1.3068491977239757e+18,Isle of Man Government,0.6705,Politics,Isle of Man,9,#isleofman,
2020-09-18 05:02:14,Isle of Man,1851,4362,Isle of Man,South African on a #IsleofMan ,0,TjoLoLo7,#IsleofMan,fish isleofman none die boardem,1.306820805150507e+18,ed ysblokkie Hutton,0.0,Politics,Isle of Man,9,#fishing #isleofman,🇮 🇲
2020-09-17 23:51:52,Isle of Man,32,130,Isle of Man,Isle of Man,1,ForumManx,#IsleofMan,view latest live wage report pleas visit iom isleofman,1.306742700998353e+18,Manx Democratic Socialist Forum,0.3182,Politics,Isle of Man,9,#iom #isleofman,
2020-09-17 21:42:12,Isle of Man,26,79,Isle of Man,"Lafayette, Louisinana",0,dermody_grant,#IsleofMan,live studio chanc chat demonstr harmonica techniqu play centenari centr blue bluesmus harmonica isleofman,1.3067100675178988e+18,Grant Dermody,0.5707,Politics,Isle of Man,9,#blues #bluesmusic #harmonica #isleofman,🇮 🇲
2020-09-17 21:35:15,Isle of Man,32,130,Isle of Man,Isle of Man,0,ForumManx,#IsleofMan,find iom govern debt counsel servic pleas call visit iom isleofman,1.3067083209595658e+18,Manx Democratic Socialist Forum,-0.0516,Politics,Isle of Man,9,#iom #isleofman,
2020-09-17 20:25:42,Isle of Man,2113,221,Isle of Man,"Douglas, Isle of Man",2,RNLIDouglas,#IsleofMan,dougla volunt boatcrew mob overboard exercis white tonight back crew chang thefoundersst isleofman trainonesavemani respectthewat floattol perfectstorm weareonecrew rnli chariti savinglivesatsea,1.306690817923453e+18,RNLI Douglas,0.0,Politics,Isle of Man,9,#volunteer #boatcrew #thefoundersstation #isleofman #trainonesavemany #respectthewater #floattolive #perfectstorm #weareonecrew #rnli #charity #savinglivesatsea,
2020-09-17 20:10:30,Isle of Man,176,10,Isle of Man,Isle of Man,0,isleofman69,#IsleofMan,mani parent could benefit isleofman manx iom,1.3066869896730788e+18,Official Isle of Man,0.4588,Politics,Isle of Man,9,#isleofman #manx #iom,
2020-10-01 16:12:18,Isle of Man,3917,4924,Isle of Man,"Douglas, Isle of Man",1,LynnBry29527024,#IsleofMan,beauti afternoon walk oscar pay respect legendari steve hizzi hislop onchan head oscarwalk writingwithlabrador isleofman,1.3117004758137897e+18,Lynn Bryant,0.7351,Politics,Isle of Man,10,#oscarwalks #writingwithlabradors #isleofman,
2020-10-01 16:10:41,Isle of Man,3346,4293,Isle of Man,Isle of Man,3,CROWNDPN,#IsleofMan,isleofman live blog coronaviru media confer thursday octob,1.311700068353925e+18,crown dependency pol,0.0,Politics,Isle of Man,10,#isleofman,
2020-10-01 16:00:56,Isle of Man,11077,511,Isle of Man,"Douglas, Isle of Man",0,iomnewspapers,#IsleofMan,plan committe look appoint two member isleofman,1.3116976180415324e+18,Isle of Man Newspapers,0.0,Politics,Isle of Man,10,#isleofman,
2020-10-01 15:51:53,Isle of Man,114,395,Isle of Man,Isle of Man,0,Jack_IM9,#IsleofMan,isleofman figur wildli inaccur,1.311695338248368e+18,Jack,0.0,Politics,Isle of Man,10,#isleofman,
